latitude,longitude,dli_target_found,dli_avg,drr_percent
40.85,-72.38,21.8359375,21.835937281640707,99.99999900000037
40.85,-72.86,22.109375,22.109374778906435,99.99999900000084
41.13,-72.62,21.97265625,21.972656030273523,99.99999900000039
40.53,-73.66,21.97265625,21.972656030273587,99.99999900000068
40.69,-72.82,21.5625,21.562499784375067,99.9999990000003
40.61,-73.1,21.97265625,21.972656030273544,99.99999900000049
40.77,-72.62,21.5625,21.562499784375106,99.9999990000005
40.77,-72.66,21.5625,21.56249978437506,99.99999900000027
41.09,-72.06,21.69921875,21.699218533007993,99.99999900000084
41.01,-72.7,22.24609375,22.24609352753916,99.99999900000044
40.93,-73.42,21.8359375,21.835937281640707,99.99999900000037
41.13,-74.14,21.2890625,21.289062287109655,99.99999900000131
41.33,-74.5,21.15234375,21.152343538476675,99.99999900000053
40.77,-73.78,21.5625,21.562499784375046,99.99999900000022
40.61,-73.34,21.8359375,21.8359372816407,99.99999900000034
40.57,-74.06,21.5625,21.56249978437507,99.99999900000033
40.89,-72.66,22.109375,22.1093747789064,99.99999900000067
40.69,-73.3,22.109375,22.109374778906353,99.99999900000047
40.93,-73.86,21.42578125,21.425781035742265,99.99999900000036
40.89,-72.62,22.109375,22.10937477890628,99.99999900000013
40.89,-73.78,21.69921875,21.69921853300787,99.99999900000026
40.57,-73.82,22.24609375,22.246093527539088,99.99999900000012
41.29,-74.14,21.5625,21.562499784375273,99.99999900000127
40.89,-72.26,21.8359375,21.83593728164069,99.9999990000003
41.01,-73.14,21.8359375,21.835937281640895,99.99999900000124
41.33,-74.58,21.2890625,21.28906228710947,99.99999900000046
41.09,-72.38,21.8359375,21.835937281641158,99.99999900000243
41.25,-71.98,21.5625,21.56249978437506,99.99999900000027
40.93,-72.7,22.109375,22.10937477890638,99.99999900000059
41.09,-72.74,21.97265625,21.97265603027355,99.99999900000051
40.69,-73.22,21.69921875,21.699218533008246,99.99999900000199
41.13,-71.94,21.8359375,21.83593728164071,99.9999990000004
40.53,-74.02,21.69921875,21.69921853300813,99.99999900000147
41.05,-73.02,21.97265625,21.9726560302735,99.9999990000003
40.85,-73.46,22.109375,22.109374778906222,99.99999899999987
40.93,-73.9,21.42578125,21.425781035742265,99.99999900000036
40.85,-73.18,22.24609375,22.24609352753937,99.99999900000137
40.77,-73.42,22.109375,22.109374778906783,99.99999900000242
40.77,-72.94,21.97265625,21.972656030273956,99.99999900000236
40.57,-73.78,21.97265625,21.972656030273566,99.99999900000059
41.29,-73.9,21.5625,21.562499784375664,99.99999900000309
41.01,-72.38,21.8359375,21.83593728164087,99.99999900000113
40.53,-74.14,21.2890625,21.289062287109388,99.99999900000006
40.61,-74.14,21.5625,21.5624997843753,99.9999990000014
40.61,-73.46,21.5625,21.562499784375053,99.99999900000024
40.93,-73.7,21.2890625,21.28906228710943,99.99999900000026
40.77,-73.66,22.109375,22.109374778906528,99.99999900000127
40.93,-72.66,22.24609375,22.246093527539244,99.99999900000081
40.93,-72.5,21.69921875,21.69921853300784,99.99999900000013
40.97,-72.34,22.3828125,22.38281227617195,99.99999900000034
40.61,-73.86,21.2890625,21.289062287109484,99.99999900000051
40.93,-73.06,21.97265625,21.972656030273495,99.99999900000026
40.93,-72.86,22.109375,22.109374778906343,99.99999900000041
40.69,-73.02,21.8359375,21.835937281640796,99.99999900000078
41.05,-72.46,22.24609375,22.246093527539216,99.9999990000007
40.65,-73.22,21.8359375,21.835937281640813,99.99999900000086
40.77,-72.86,22.3828125,22.38281227617198,99.99999900000046
40.77,-73.14,22.109375,22.109374778906425,99.9999990000008
40.77,-72.82,21.97265625,21.97265603027352,99.99999900000037
41.01,-72.82,21.69921875,21.699218533008064,99.99999900000117
41.01,-73.3,21.97265625,21.972656030273672,99.99999900000107
40.65,-73.06,21.5625,21.56249978437509,99.9999990000004
40.97,-71.98,22.109375,22.109374778906325,99.99999900000034
41.13,-72.06,21.8359375,21.835937281640717,99.99999900000043
40.97,-72.94,21.5625,21.56249978437509,99.9999990000004
40.97,-73.34,21.8359375,21.83593728164086,99.99999900000107
41.05,-72.38,22.109375,22.10937477890633,99.99999900000034
41.21,-73.74,21.69921875,21.699218533007855,99.9999990000002
40.85,-73.38,22.24609375,22.24609352753911,99.9999990000002
40.57,-74.14,21.5625,21.562499784375483,99.99999900000223
40.93,-73.1,22.24609375,22.2460935275392,99.99999900000063
40.93,-72.74,22.109375,22.10937477890638,99.99999900000059
40.85,-73.54,22.109375,22.10937477890651,99.99999900000117
40.69,-73.06,21.5625,21.562499784375184,99.99999900000086
40.57,-73.38,21.8359375,21.83593728164065,99.99999900000012
40.77,-73.22,22.24609375,22.246093527539323,99.99999900000117
40.57,-74.02,22.109375,22.109374778906382,99.9999990000006
40.57,-73.94,21.8359375,21.835937281640792,99.99999900000076
41.33,-74.26,21.5625,21.562499784375486,99.99999900000226
40.69,-72.98,21.5625,21.56249978437509,99.9999990000004
40.97,-73.18,21.8359375,21.835937281640707,99.99999900000037
41.21,-74.22,21.2890625,21.289062287109317,99.99999899999973
41.13,-74.06,21.15234375,21.152343538476636,99.99999900000034
41.09,-74.06,21.2890625,21.289062287109548,99.99999900000081
40.97,-73.7,21.5625,21.562499784375266,99.99999900000124
40.53,-73.94,21.69921875,21.69921853300794,99.99999900000059
40.61,-73.78,21.8359375,21.835937281640643,99.99999900000009
41.13,-72.1,21.97265625,21.97265603027368,99.99999900000111
41.21,-72.38,21.5625,21.562499784375063,99.9999990000003
40.69,-73.1,21.5625,21.562499784374992,99.99999899999996
40.77,-73.34,22.109375,22.109374778906417,99.99999900000076
40.77,-73.02,22.109375,22.109374778906304,99.99999900000024
40.93,-73.5,21.97265625,21.972656030273704,99.99999900000121
40.93,-73.66,21.015625,21.01562478984382,99.99999900000033
40.89,-72.3,21.69921875,21.69921853300813,99.99999900000147
41.01,-72.1,22.109375,22.10937477890637,99.99999900000056
41.21,-71.9,21.69921875,21.699218533007965,99.9999990000007
40.65,-73.42,22.109375,22.109374778906414,99.99999900000074
40.89,-73.34,22.109375,22.10937477890647,99.999999000001
40.65,-73.1,21.8359375,21.835937281640803,99.99999900000081
40.89,-73.38,22.24609375,22.24609352753931,99.99999900000111
41.21,-74.26,21.42578125,21.42578103574242,99.9999990000011
41.09,-72.5,22.109375,22.109374778906304,99.99999900000024
40.65,-73.94,22.109375,22.109374778906314,99.9999990000003
40.85,-72.98,21.69921875,21.69921853300802,99.99999900000095
40.61,-73.22,21.2890625,21.289062287109502,99.9999990000006
40.93,-72.34,22.65625,22.656249773437704,99.99999900000091
40.85,-73.74,21.42578125,21.425781035742286,99.99999900000046
40.97,-73.14,21.8359375,21.835937281640817,99.99999900000088
41.05,-72.66,22.24609375,22.246093527539255,99.99999900000086
41.29,-74.5,21.015625,21.015624789844157,99.99999900000194
41.09,-72.66,22.24609375,22.246093527539315,99.99999900000114
40.93,-72.94,21.69921875,21.699218533008185,99.99999900000172
41.25,-73.9,21.69921875,21.699218533007933,99.99999900000056
41.09,-73.9,20.87890625,20.878906041211604,99.99999900000319
41.01,-72.02,22.3828125,22.382812276172068,99.99999900000086
41.09,-72.34,22.24609375,22.246093527539305,99.9999990000011
40.69,-72.78,22.109375,22.109374778906393,99.99999900000066
40.57,-73.42,21.5625,21.562499784375255,99.99999900000118
40.77,-72.58,21.8359375,21.835937281640664,99.99999900000019
41.13,-73.78,21.5625,21.56249978437511,99.9999990000005
41.13,-73.66,21.5625,21.56249978437506,99.99999900000027
40.65,-72.98,21.5625,21.562499784375042,99.9999990000002
40.85,-73.02,21.69921875,21.699218533007855,99.9999990000002
41.29,-73.82,21.5625,21.562499784375227,99.99999900000105
40.53,-74.1,21.5625,21.56249978437508,99.99999900000037
41.29,-74.46,21.015625,21.015624789844185,99.99999900000208
40.65,-74.06,21.42578125,21.42578103574234,99.9999990000007
41.33,-74.62,21.2890625,21.28906228710948,99.9999990000005
40.97,-73.86,21.42578125,21.425781035742286,99.99999900000046
40.61,-73.14,21.8359375,21.83593728164121,99.99999900000269
40.97,-72.38,22.3828125,22.382812276172196,99.99999900000144
40.65,-73.14,21.69921875,21.699218533007915,99.99999900000047
41.25,-74.18,21.42578125,21.425781035742336,99.9999990000007
41.05,-74.02,21.2890625,21.289062287109754,99.99999900000178
41.01,-72.22,22.51953125,22.51953102480482,99.9999990000006
41.25,-74.14,21.42578125,21.42578103574241,99.99999900000104
40.77,-73.3,22.24609375,22.246093527539152,99.9999990000004
41.05,-71.9,22.24609375,22.246093527539298,99.99999900000105
40.77,-73.82,21.69921875,21.699218533008096,99.99999900000131
41.01,-71.9,22.24609375,22.24609352753916,99.99999900000044
40.61,-73.94,21.97265625,21.972656030273694,99.99999900000117
41.33,-74.42,21.2890625,21.289062287109434,99.99999900000029
41.33,-74.18,21.2890625,21.289062287109477,99.99999900000049
40.61,-73.18,21.42578125,21.425781035742236,99.99999900000023
41.09,-71.86,21.97265625,21.972656030273697,99.99999900000118
40.97,-72.5,21.8359375,21.835937281640987,99.99999900000167
41.21,-72.06,21.5625,21.56249978437517,99.99999900000078
41.21,-73.86,21.5625,21.562499784375227,99.99999900000105
40.77,-73.74,22.109375,22.109374778906528,99.99999900000127
40.89,-72.98,22.3828125,22.382812276171943,99.9999990000003
40.57,-73.86,22.109375,22.10937477890632,99.99999900000033
40.85,-73.7,22.109375,22.109374778906364,99.99999900000051
41.29,-73.74,21.69921875,21.699218533007922,99.9999990000005
40.77,-74.02,21.97265625,21.972656030273658,99.99999900000101
40.65,-73.86,22.109375,22.109374778906272,99.99999900000009
40.93,-73.3,21.97265625,21.972656030273534,99.99999900000044
41.01,-72.66,22.24609375,22.246093527539177,99.99999900000051
40.61,-74.1,21.8359375,21.835937281640774,99.99999900000068
41.01,-73.78,21.42578125,21.425781035742272,99.9999990000004
41.13,-71.98,21.42578125,21.42578103574254,99.99999900000164
40.85,-72.58,21.97265625,21.97265603027352,99.99999900000037
41.25,-74.22,21.2890625,21.289062287109868,99.99999900000232
41.01,-72.58,22.109375,22.109374778906385,99.99999900000061
40.97,-72.3,22.51953125,22.519531024804834,99.99999900000066
40.69,-74.02,21.8359375,21.8359372816408,99.9999990000008
40.85,-72.62,22.109375,22.109374778906595,99.99999900000157
41.29,-73.94,21.015625,21.01562478984389,99.99999900000067
41.13,-72.34,21.97265625,21.972656030273747,99.99999900000141
40.69,-73.86,22.109375,22.10937477890652,99.99999900000122
40.93,-72.26,22.24609375,22.24609352753933,99.99999900000121
40.97,-72.22,22.51953125,22.519531024804824,99.9999990000006
40.85,-72.7,22.109375,22.109374778906446,99.99999900000088
40.97,-72.58,22.65625,22.656249773437676,99.99999900000077
41.05,-72.5,21.97265625,21.97265603027356,99.99999900000056
41.29,-74.26,21.42578125,21.425781035742343,99.99999900000073
41.25,-74.02,21.2890625,21.289062287109505,99.99999900000061
40.85,-72.78,22.109375,22.109374778906385,99.99999900000061
40.77,-73.86,21.69921875,21.69921853300788,99.9999990000003
41.21,-73.9,21.015625,21.01562478984395,99.99999900000095
41.05,-72.7,22.109375,22.10937477890636,99.9999990000005
40.89,-73.3,22.24609375,22.246093527539106,99.9999990000002
41.09,-72.1,21.5625,21.562499784375028,99.99999900000013
41.05,-72.42,22.24609375,22.24609352753913,99.9999990000003
41.21,-72.1,21.5625,21.562499784375138,99.99999900000064
40.85,-73.34,22.109375,22.109374778907174,99.99999900000418
40.89,-73.22,22.24609375,22.2460935275391,99.99999900000016
40.89,-72.5,21.8359375,21.835937281640792,99.99999900000076
41.13,-71.82,21.97265625,21.972656030273544,99.99999900000049
40.97,-73.3,21.8359375,21.83593728164066,99.99999900000016
40.97,-72.78,21.8359375,21.835937281641026,99.99999900000184
40.77,-73.3,22.24609375,22.246093527539152,99.9999990000004
41.09,-72.7,21.97265625,21.972656030273654,99.99999900000098
41.25,-73.74,21.42578125,21.425781035742308,99.99999900000056
41.05,-73.94,21.15234375,21.15234353847684,99.99999900000131
40.65,-73.78,21.8359375,21.835937281640703,99.99999900000036
40.69,-72.74,21.97265625,21.97265603027349,99.99999900000024
40.69,-73.94,22.24609375,22.246093527539312,99.99999900000111
40.65,-73.82,21.97265625,21.972656030273633,99.9999990000009
40.97,-73.78,21.42578125,21.42578103574222,99.99999900000014
40.85,-73.66,21.69921875,21.69921853300807,99.9999990000012
40.93,-72.82,22.24609375,22.24609352753924,99.9999990000008
41.05,-71.82,21.97265625,21.972656030273757,99.99999900000147
41.21,-74.3,21.15234375,21.152343538476842,99.99999900000131
41.25,-72.06,21.2890625,21.289062287109406,99.99999900000014
41.09,-72.46,22.109375,22.109374778906293,99.9999990000002
41.29,-73.54,21.5625,21.562499784375103,99.99999900000047
40.77,-73.46,22.109375,22.109374778906346,99.99999900000044
41.25,-74.1,21.42578125,21.42578103574251,99.99999900000151
40.89,-72.46,22.3828125,22.382812276171936,99.99999900000027
40.97,-73.42,21.69921875,21.699218533008082,99.99999900000124
41.21,-72.26,21.8359375,21.835937281640696,99.99999900000033
40.97,-72.66,22.24609375,22.246093527539248,99.99999900000084
41.21,-73.78,21.5625,21.562499784375227,99.99999900000105
40.77,-72.94,21.97265625,21.972656030273956,99.99999900000236
41.05,-73.86,21.5625,21.562499784375024,99.99999900000012
40.97,-73.74,21.69921875,21.699218533007887,99.99999900000034
40.89,-72.78,21.8359375,21.83593728164075,99.99999900000057
41.21,-73.82,21.69921875,21.69921853300786,99.99999900000022
40.77,-73.9,21.8359375,21.83593728164092,99.99999900000135
40.97,-73.46,21.5625,21.562499784375138,99.99999900000064
41.33,-74.38,21.015625,21.01562478984383,99.99999900000039
40.53,-73.74,21.8359375,21.835937281640707,99.99999900000037
41.01,-71.94,21.97265625,21.97265603027351,99.99999900000033
40.77,-73.78,21.5625,21.562499784375046,99.99999900000022
40.77,-73.18,21.97265625,21.97265603027362,99.99999900000083
40.61,-74.06,21.97265625,21.972656030273765,99.9999990000015
40.93,-73.54,21.2890625,21.289062287109637,99.99999900000122
40.97,-72.02,21.97265625,21.972656030273665,99.99999900000104
41.25,-72.1,21.2890625,21.289062287109644,99.99999900000127
40.89,-73.5,21.97265625,21.97265603027348,99.9999990000002
41.01,-72.78,22.109375,22.10937477890632,99.99999900000033
40.89,-73.42,21.97265625,21.972656030273534,99.99999900000044
41.13,-73.94,21.2890625,21.289062287109363,99.99999899999995
41.01,-72.26,22.3828125,22.38281227617211,99.99999900000105
41.05,-72.22,22.109375,22.10937477890635,99.99999900000046
41.01,-72.74,22.109375,22.109374778906467,99.99999900000098
40.85,-72.42,21.8359375,21.83593728164073,99.99999900000049
40.85,-73.78,21.42578125,21.42578103574221,99.99999900000012
41.01,-73.22,21.69921875,21.699218533008022,99.99999900000095
41.01,-73.9,21.42578125,21.425781035742297,99.9999990000005
40.61,-73.38,21.69921875,21.699218533008118,99.99999900000141
40.93,-73.22,21.8359375,21.835937281640856,99.99999900000105
40.77,-73.7,22.3828125,22.382812276171983,99.99999900000049
40.77,-72.74,21.69921875,21.699218533007897,99.9999990000004
41.25,-71.94,21.69921875,21.699218533007855,99.9999990000002
40.61,-73.82,21.8359375,21.83593728164061,99.99999899999995
40.77,-72.74,21.69921875,21.699218533007897,99.9999990000004
40.97,-72.82,21.8359375,21.835937281640707,99.99999900000037
41.33,-74.46,21.15234375,21.152343538476686,99.99999900000059
41.05,-72.34,22.3828125,22.382812276171904,99.99999900000013
40.57,-73.74,21.69921875,21.69921853300792,99.9999990000005
40.57,-73.5,22.109375,22.10937477890636,99.9999990000005
41.13,-74.02,21.42578125,21.425781035742347,99.99999900000074
41.29,-74.06,21.42578125,21.42578103574224,99.99999900000024
41.13,-73.74,21.42578125,21.4257810357423,99.99999900000053
41.21,-74.14,21.42578125,21.42578103574223,99.9999990000002
40.89,-72.82,21.5625,21.562499784375227,99.99999900000105
41.13,-72.58,21.8359375,21.835937281640874,99.99999900000114
40.77,-73.46,22.109375,22.109374778906346,99.99999900000044
40.69,-73.38,21.97265625,21.97265603027374,99.99999900000137
41.01,-72.86,21.97265625,21.97265603027392,99.9999990000022
41.01,-71.98,22.24609375,22.246093527539657,99.99999900000267
40.77,-73.06,22.24609375,22.246093527539383,99.99999900000144
40.97,-73.1,21.69921875,21.699218533007897,99.9999990000004
40.61,-73.3,22.109375,22.10937477890642,99.99999900000077
41.25,-74.06,21.5625,21.562499784375138,99.99999900000064
40.97,-73.06,21.8359375,21.83593728164086,99.99999900000107
41.09,-72.62,22.109375,22.10937477890636,99.9999990000005
41.29,-74.42,21.5625,21.562499784375127,99.9999990000006
41.33,-74.3,21.15234375,21.152343538476746,99.99999900000087
40.97,-73.82,21.8359375,21.835937281640735,99.9999990000005
41.09,-71.94,22.24609375,22.2460935275391,99.99999900000016
40.93,-72.78,22.24609375,22.246093527539088,99.99999900000012
40.89,-72.34,21.97265625,21.972656030273637,99.99999900000091
40.93,-72.98,22.24609375,22.246093527539227,99.99999900000074
40.93,-73.78,21.5625,21.562499784375344,99.9999990000016
41.13,-72.38,21.8359375,21.835937281641037,99.99999900000188
40.65,-73.02,21.69921875,21.699218533007873,99.99999900000027
40.89,-72.74,22.109375,22.10937477890626,99.99999900000005
41.05,-72.74,22.109375,22.109374778906485,99.99999900000105
40.69,-73.34,22.24609375,22.246093527539273,99.99999900000095
41.09,-72.14,21.97265625,21.972656030273534,99.99999900000044
40.69,-73.14,21.8359375,21.83593728164068,99.99999900000024
41.13,-72.42,21.8359375,21.83593728164087,99.99999900000113
41.13,-72.5,21.8359375,21.83593728164216,99.99999900000704
41.01,-72.06,21.97265625,21.972656030273566,99.99999900000059
